"ANYREGION","ITEM_AG","Year","Scen","value"
"GRC","CRP",2010,"FP_PTL",1
"GRC","CRP",2010,"EA_PTL",1
"GRC","CRP",2020,"FP_SOC",1
"GRC","CRP",2020,"EA_SOC",1
"GRC","CRP",2020,"FP_PTL",1
"GRC","CRP",2020,"EA_PTL",1
"GRC","CRP",2030,"FP_SOC",1.00337993898187
"GRC","CRP",2030,"EA_SOC",1.00078637147545
"GRC","CRP",2030,"FP_PTL",1.00014651529871
"GRC","CRP",2030,"EA_PTL",1.00129143996279
"GRC","CRP",2040,"FP_SOC",1.00366313964505
"GRC","CRP",2040,"EA_SOC",1.0008491253104
"GRC","CRP",2040,"FP_PTL",1.00015453236959
"GRC","CRP",2040,"EA_PTL",1.00199280957353
"GRC","CRP",2050,"FP_SOC",1.00181854009041
"GRC","CRP",2050,"EA_SOC",0.997383715026962
"GRC","CRP",2050,"FP_PTL",1.00028790053682
"GRC","CRP",2050,"EA_PTL",1.00260994463576
"HRV","GRS",2000,"FP_SOC",1
"HRV","GRS",2000,"EA_SOC",1
"HRV","GRS",2000,"FP_PTL",1
"HRV","GRS",2000,"EA_PTL",1
"HRV","GRS",2010,"FP_SOC",1
"HRV","GRS",2010,"EA_SOC",1
"HRV","GRS",2010,"FP_PTL",1
"HRV","GRS",2010,"EA_PTL",1
"HRV","GRS",2020,"FP_SOC",1
"HRV","GRS",2020,"EA_SOC",1
"HRV","GRS",2020,"FP_PTL",1
"HRV","GRS",2020,"EA_PTL",1
"HRV","GRS",2030,"FP_SOC",1.00000716090988
"HRV","GRS",2030,"EA_SOC",0.931301960831034
"HRV","GRS",2030,"FP_PTL",0.999946852982623
"HRV","GRS",2030,"EA_PTL",1.00012951818837
"HRV","GRS",2040,"FP_SOC",1.00020979933792
"HRV","GRS",2040,"EA_SOC",0.956269431254998
"HRV","GRS",2040,"FP_PTL",0.99963245295917
"HRV","GRS",2040,"EA_PTL",1.00001703940947
"HRV","GRS",2050,"FP_SOC",1.00304064881553
"HRV","GRS",2050,"EA_SOC",0.940211637572897
"HRV","GRS",2050,"FP_PTL",0.999789243488821
"HRV","GRS",2050,"EA_PTL",0.999954116196949
"HRV","CRP",2000,"FP_SOC",1
"HRV","CRP",2000,"EA_SOC",1
"HRV","CRP",2000,"FP_PTL",1
"HRV","CRP",2000,"EA_PTL",1
"HRV","CRP",2010,"FP_SOC",1
"HRV","CRP",2010,"EA_SOC",1
"HRV","CRP",2010,"FP_PTL",1
"HRV","CRP",2010,"EA_PTL",1
"HRV","CRP",2020,"FP_SOC",1
"HRV","CRP",2020,"EA_SOC",1
"HRV","CRP",2020,"FP_PTL",1
"HRV","CRP",2020,"EA_PTL",1
"HRV","CRP",2030,"FP_SOC",1.00326396560086
"HRV","CRP",2030,"EA_SOC",1.00215918086336
"HRV","CRP",2030,"FP_PTL",1.00026890385947
"HRV","CRP",2030,"EA_PTL",0.999984672046334
"HRV","CRP",2040,"FP_SOC",1.00247451595962
"HRV","CRP",2040,"EA_SOC",1.00152577195801
"HRV","CRP",2040,"FP_PTL",1.00010048914903
"HRV","CRP",2040,"EA_PTL",0.999993711072794
"HRV","CRP",2050,"FP_SOC",1.0024677764832
"HRV","CRP",2050,"EA_SOC",1.00403948046051
"HRV","CRP",2050,"FP_PTL",0.999756791154034
"HRV","CRP",2050,"EA_PTL",0.999500296470115
"HUN","GRS",2000,"FP_SOC",1
"HUN","GRS",2000,"EA_SOC",1
"HUN","GRS",2000,"FP_PTL",1
"HUN","GRS",2000,"EA_PTL",1
"HUN","GRS",2010,"FP_SOC",1
"HUN","GRS",2010,"EA_SOC",1
"HUN","GRS",2010,"FP_PTL",1
"HUN","GRS",2010,"EA_PTL",1
"HUN","GRS",2020,"FP_SOC",1
"HUN","GRS",2020,"EA_SOC",1
"HUN","GRS",2020,"FP_PTL",1
"HUN","GRS",2020,"EA_PTL",1
"HUN","GRS",2030,"FP_SOC",1.06504796926669
"HUN","GRS",2030,"EA_SOC",0.970615971156858
"HUN","GRS",2030,"FP_PTL",1
"HUN","GRS",2030,"EA_PTL",1
"HUN","GRS",2040,"FP_SOC",1.08169645343258
"HUN","GRS",2040,"EA_SOC",0.903065172571461
"HUN","GRS",2040,"FP_PTL",0.999992421432057
"HUN","GRS",2040,"EA_PTL",1
"HUN","GRS",2050,"FP_SOC",1.08968129773593
"HUN","GRS",2050,"EA_SOC",0.828200260646442
"HUN","GRS",2050,"FP_PTL",0.999989951270899
"HUN","GRS",2050,"EA_PTL",1.00001948469272
"HUN","CRP",2000,"FP_SOC",1
"HUN","CRP",2000,"EA_SOC",1
"HUN","CRP",2000,"FP_PTL",1
"HUN","CRP",2000,"EA_PTL",1
"HUN","CRP",2010,"FP_SOC",1
"HUN","CRP",2010,"EA_SOC",1
"HUN","CRP",2010,"FP_PTL",1
"HUN","CRP",2010,"EA_PTL",1
"HUN","CRP",2020,"FP_SOC",1
"HUN","CRP",2020,"EA_SOC",1
"HUN","CRP",2020,"FP_PTL",1
"HUN","CRP",2020,"EA_PTL",1
"HUN","CRP",2030,"FP_SOC",0.987016123882803
"HUN","CRP",2030,"EA_SOC",0.991895020657242
"HUN","CRP",2030,"FP_PTL",0.999988064239204
"HUN","CRP",2030,"EA_PTL",1.00042505658854
"HUN","CRP",2040,"FP_SOC",0.993209011809507
"HUN","CRP",2040,"EA_SOC",0.988241007496975
"HUN","CRP",2040,"FP_PTL",1.00040702661513
"HUN","CRP",2040,"EA_PTL",0.999522215778216
"HUN","CRP",2050,"FP_SOC",0.982589288958331
"HUN","CRP",2050,"EA_SOC",0.977438956070942
"HUN","CRP",2050,"FP_PTL",0.999927625816502
"HUN","CRP",2050,"EA_PTL",0.999974067397929
"IRL","GRS",2000,"FP_SOC",1
"IRL","GRS",2000,"EA_SOC",1
"IRL","GRS",2000,"FP_PTL",1
"IRL","GRS",2000,"EA_PTL",1
"IRL","GRS",2010,"FP_SOC",1
"IRL","GRS",2010,"EA_SOC",1
"IRL","GRS",2010,"FP_PTL",1
"IRL","GRS",2010,"EA_PTL",1
"IRL","GRS",2020,"FP_SOC",1
"IRL","GRS",2020,"EA_SOC",1
"IRL","GRS",2020,"FP_PTL",1
"IRL","GRS",2020,"EA_PTL",1
"IRL","GRS",2030,"FP_SOC",1.00021519574438
"IRL","GRS",2030,"EA_SOC",0.910334091949761
"IRL","GRS",2030,"FP_PTL",1.00000033136536
"IRL","GRS",2030,"EA_PTL",1.00024505308668
"IRL","GRS",2040,"FP_SOC",1.00013018375091
"IRL","GRS",2040,"EA_SOC",0.857049534437479
"IRL","GRS",2040,"FP_PTL",0.999981754910761
"IRL","GRS",2040,"EA_PTL",0.999997583215874
"IRL","GRS",2050,"FP_SOC",0.999376740554206
"IRL","GRS",2050,"EA_SOC",0.800340598070089
"IRL","GRS",2050,"FP_PTL",0.999932582427622
"IRL","GRS",2050,"EA_PTL",0.999552526937357
"IRL","CRP",2000,"FP_SOC",1
"IRL","CRP",2000,"EA_SOC",1
"IRL","CRP",2000,"FP_PTL",1
"IRL","CRP",2000,"EA_PTL",1
"IRL","CRP",2010,"FP_SOC",1
"IRL","CRP",2010,"EA_SOC",1
"IRL","CRP",2010,"FP_PTL",1
"IRL","CRP",2010,"EA_PTL",1
"IRL","CRP",2020,"FP_SOC",1
"IRL","CRP",2020,"EA_SOC",1
"IRL","CRP",2020,"FP_PTL",1
"IRL","CRP",2020,"EA_PTL",1
"IRL","CRP",2030,"FP_SOC",1.0036222645584
"IRL","CRP",2030,"EA_SOC",1.02270723154265
"IRL","CRP",2030,"FP_PTL",1
"IRL","CRP",2030,"EA_PTL",1.00001074565058
"IRL","CRP",2040,"FP_SOC",1.00683310588987
"IRL","CRP",2040,"EA_SOC",1.02176341403538
"IRL","CRP",2040,"FP_PTL",1.00011129001815
"IRL","CRP",2040,"EA_PTL",1.00005975813117
"IRL","CRP",2050,"FP_SOC",0.988197355004735
"IRL","CRP",2050,"EA_SOC",1.01160206908363
"IRL","CRP",2050,"FP_PTL",0.999163459716493
"IRL","CRP",2050,"EA_PTL",1.00020578673689
"ITA","GRS",2000,"FP_SOC",1
"ITA","GRS",2000,"EA_SOC",1
"ITA","GRS",2000,"FP_PTL",1
"ITA","GRS",2000,"EA_PTL",1
"ITA","GRS",2010,"FP_SOC",1
"ITA","GRS",2010,"EA_SOC",1
"ITA","GRS",2010,"FP_PTL",1
"ITA","GRS",2010,"EA_PTL",1
"ITA","GRS",2020,"FP_SOC",1
"ITA","GRS",2020,"EA_SOC",1
"ITA","GRS",2020,"FP_PTL",1
"ITA","GRS",2020,"EA_PTL",1
"ITA","GRS",2030,"FP_SOC",1.00515331100124
"ITA","GRS",2030,"EA_SOC",0.938619916874196
"ITA","GRS",2030,"FP_PTL",1.00082298247993
"ITA","GRS",2030,"EA_PTL",0.999542636078072
"ITA","GRS",2040,"FP_SOC",1.00671991084193
"ITA","GRS",2040,"EA_SOC",0.923792119789355
"ITA","GRS",2040,"FP_PTL",1.00057020571304
"ITA","GRS",2040,"EA_PTL",0.999468974972782
"ITA","GRS",2050,"FP_SOC",1.01595298728214
"ITA","GRS",2050,"EA_SOC",0.94483804187611
"ITA","GRS",2050,"FP_PTL",1.00060715560825
"ITA","GRS",2050,"EA_PTL",1.00204107873488
"ITA","CRP",2000,"FP_SOC",1
"ITA","CRP",2000,"EA_SOC",1
"ITA","CRP",2000,"FP_PTL",1
"ITA","CRP",2000,"EA_PTL",1
"ITA","CRP",2010,"FP_SOC",1
"ITA","CRP",2010,"EA_SOC",1
"ITA","CRP",2010,"FP_PTL",1
"ITA","CRP",2010,"EA_PTL",1
"ITA","CRP",2020,"FP_SOC",1
"ITA","CRP",2020,"EA_SOC",1
"ITA","CRP",2020,"FP_PTL",1
"ITA","CRP",2020,"EA_PTL",1
"ITA","CRP",2030,"FP_SOC",0.985684046417639
"ITA","CRP",2030,"EA_SOC",0.981786891983668
"ITA","CRP",2030,"FP_PTL",1.00001869204494
"ITA","CRP",2030,"EA_PTL",0.999739972179386
"ITA","CRP",2040,"FP_SOC",0.994620104962199
"ITA","CRP",2040,"EA_SOC",0.999773983293583
"ITA","CRP",2040,"FP_PTL",0.999999751779175
"ITA","CRP",2040,"EA_PTL",0.999810140182016
"ITA","CRP",2050,"FP_SOC",0.990771514177132
"ITA","CRP",2050,"EA_SOC",0.995794070416837
"ITA","CRP",2050,"FP_PTL",1.00010140917195
"ITA","CRP",2050,"EA_PTL",0.999975271524889
"LTU","GRS",2000,"FP_SOC",1
"LTU","GRS",2000,"EA_SOC",1
"LTU","GRS",2000,"FP_PTL",1
"LTU","GRS",2000,"EA_PTL",1
"LTU","GRS",2010,"FP_SOC",1
"LTU","GRS",2010,"EA_SOC",1
"LTU","GRS",2010,"FP_PTL",1
"LTU","GRS",2010,"EA_PTL",1
"LTU","GRS",2020,"FP_SOC",1
"LTU","GRS",2020,"EA_SOC",1
"LTU","GRS",2020,"FP_PTL",1
"LTU","GRS",2020,"EA_PTL",1
"LTU","GRS",2030,"FP_SOC",1
"LTU","GRS",2030,"EA_SOC",1
"LTU","GRS",2030,"FP_PTL",1.00118929832842
"LTU","GRS",2030,"EA_PTL",1
"LTU","GRS",2040,"FP_SOC",1.00001237905183
"LTU","GRS",2040,"EA_SOC",1.00426769187327
"LTU","GRS",2040,"FP_PTL",0.99926643984774
"LTU","GRS",2040,"EA_PTL",0.999959976055417
"LTU","GRS",2050,"FP_SOC",0.999818198392217
"LTU","GRS",2050,"EA_SOC",1.00256341844069
"LTU","GRS",2050,"FP_PTL",0.998870165876351
"LTU","GRS",2050,"EA_PTL",1.00003788604453
"LTU","CRP",2000,"FP_SOC",1
"LTU","CRP",2000,"EA_SOC",1
"LTU","CRP",2000,"FP_PTL",1
"LTU","CRP",2000,"EA_PTL",1
"LTU","CRP",2010,"FP_SOC",1
"LTU","CRP",2010,"EA_SOC",1
"LTU","CRP",2010,"FP_PTL",1
"LTU","CRP",2010,"EA_PTL",1
"LTU","CRP",2020,"FP_SOC",1
"LTU","CRP",2020,"EA_SOC",1
"LTU","CRP",2020,"FP_PTL",1
"LTU","CRP",2020,"EA_PTL",1
"LTU","CRP",2030,"FP_SOC",0.998041802384879
"LTU","CRP",2030,"EA_SOC",0.998685171916196
"LTU","CRP",2030,"FP_PTL",1.00008537533569
"LTU","CRP",2030,"EA_PTL",0.999965113062261
"LTU","CRP",2040,"FP_SOC",0.994870018411233
"LTU","CRP",2040,"EA_SOC",0.996055044554366
"LTU","CRP",2040,"FP_PTL",0.99990590799955
"LTU","CRP",2040,"EA_PTL",0.999854477109623
"LTU","CRP",2050,"FP_SOC",0.995810230907959
"LTU","CRP",2050,"EA_SOC",1.00067291301398
"LTU","CRP",2050,"FP_PTL",0.999999349871217
"LTU","CRP",2050,"EA_PTL",1.00123553820198
"LUX","CRP",2000,"FP_SOC",1
"LUX","CRP",2000,"EA_SOC",1
"LUX","CRP",2000,"FP_PTL",1
"LUX","CRP",2000,"EA_PTL",1
"LUX","CRP",2010,"FP_SOC",1
"LUX","CRP",2010,"EA_SOC",1
"LUX","CRP",2010,"FP_PTL",1
"LUX","CRP",2010,"EA_PTL",1
"LUX","CRP",2020,"FP_SOC",1
"LUX","CRP",2020,"EA_SOC",1
"LUX","CRP",2020,"FP_PTL",1
"LUX","CRP",2020,"EA_PTL",1
"LUX","CRP",2030,"FP_SOC",1.00660018168789
"LUX","CRP",2030,"EA_SOC",1.01452994427081
"LUX","CRP",2030,"FP_PTL",1
"LUX","CRP",2030,"EA_PTL",0.999924311015381
"LUX","CRP",2040,"FP_SOC",1.00531711894909
"LUX","CRP",2040,"EA_SOC",1.00242916017306
"LUX","CRP",2040,"FP_PTL",1
"LUX","CRP",2040,"EA_PTL",0.998435761878897
"LUX","CRP",2050,"FP_SOC",1.00542884744419
"LUX","CRP",2050,"EA_SOC",1.00487110953468
"LUX","CRP",2050,"FP_PTL",1
"LUX","CRP",2050,"EA_PTL",1.00007232705095
"LVA","GRS",2000,"FP_SOC",1
"LVA","GRS",2000,"EA_SOC",1
"LVA","GRS",2000,"FP_PTL",1
"LVA","GRS",2000,"EA_PTL",1
"LVA","GRS",2010,"FP_SOC",1
"LVA","GRS",2010,"EA_SOC",1
"LVA","GRS",2010,"FP_PTL",1
"LVA","GRS",2010,"EA_PTL",1
"LVA","GRS",2020,"FP_SOC",1
"LVA","GRS",2020,"EA_SOC",1
"LVA","GRS",2020,"FP_PTL",1
"LVA","GRS",2020,"EA_PTL",1
"LVA","GRS",2030,"FP_SOC",0.998752719678653
"LVA","GRS",2030,"EA_SOC",0.999937158613691
"LVA","GRS",2030,"FP_PTL",1
"LVA","GRS",2030,"EA_PTL",1
"LVA","GRS",2040,"FP_SOC",0.996820111132143
"LVA","GRS",2040,"EA_SOC",1.00947415140198
"LVA","GRS",2040,"FP_PTL",1
"LVA","GRS",2040,"EA_PTL",1
"LVA","GRS",2050,"FP_SOC",0.999927095008139
"LVA","GRS",2050,"EA_SOC",1.00315371450691
"LVA","GRS",2050,"FP_PTL",1
"LVA","GRS",2050,"EA_PTL",0.999816168430825
"LVA","CRP",2000,"FP_SOC",1
"LVA","CRP",2000,"EA_SOC",1
"LVA","CRP",2000,"FP_PTL",1
"LVA","CRP",2000,"EA_PTL",1
"LVA","CRP",2010,"FP_SOC",1
"LVA","CRP",2010,"EA_SOC",1
"LVA","CRP",2010,"FP_PTL",1
"LVA","CRP",2010,"EA_PTL",1
"LVA","CRP",2020,"FP_SOC",1
"LVA","CRP",2020,"EA_SOC",1
"LVA","CRP",2020,"FP_PTL",1
"LVA","CRP",2020,"EA_PTL",1
"LVA","CRP",2030,"FP_SOC",1.00024352275223
"LVA","CRP",2030,"EA_SOC",1.00024352275223
"LVA","CRP",2030,"FP_PTL",0.997670335075845
"LVA","CRP",2030,"EA_PTL",1.00547868835906
"LVA","CRP",2040,"FP_SOC",1.00019904644601
"LVA","CRP",2040,"EA_SOC",1.00030082734057
"LVA","CRP",2040,"FP_PTL",0.998089734238416
"LVA","CRP",2040,"EA_PTL",1.02173007715427
"LVA","CRP",2050,"FP_SOC",1.00840974651821
"LVA","CRP",2050,"EA_SOC",1.01161578161966
"LVA","CRP",2050,"FP_PTL",0.993729574445594
"LVA","CRP",2050,"EA_PTL",1.10835810932331
"MLT","CRP",2000,"FP_SOC",1
"MLT","CRP",2000,"EA_SOC",1
"MLT","CRP",2000,"FP_PTL",1
"MLT","CRP",2000,"EA_PTL",1
"MLT","CRP",2010,"FP_SOC",1
"MLT","CRP",2010,"EA_SOC",1
"MLT","CRP",2010,"FP_PTL",1
"MLT","CRP",2010,"EA_PTL",1
"MLT","CRP",2020,"FP_SOC",1
"MLT","CRP",2020,"EA_SOC",1
"MLT","CRP",2020,"FP_PTL",1
"MLT","CRP",2020,"EA_PTL",1
"MLT","CRP",2030,"FP_SOC",1.00198758174123
"MLT","CRP",2030,"EA_SOC",1.00064460231059
"MLT","CRP",2030,"FP_PTL",1
"MLT","CRP",2030,"EA_PTL",1
"MLT","CRP",2040,"FP_SOC",1.00184089153445
"MLT","CRP",2040,"EA_SOC",1.00057939010938
"MLT","CRP",2040,"FP_PTL",1
"MLT","CRP",2040,"EA_PTL",1
"MLT","CRP",2050,"FP_SOC",1.00169585540709
"MLT","CRP",2050,"EA_SOC",1.00054970063093
"MLT","CRP",2050,"FP_PTL",1
"MLT","CRP",2050,"EA_PTL",1.0000014040886
"NLD","GRS",2000,"FP_SOC",1
"NLD","GRS",2000,"EA_SOC",1
"NLD","GRS",2000,"FP_PTL",1
"NLD","GRS",2000,"EA_PTL",1
"NLD","GRS",2010,"FP_SOC",1
"NLD","GRS",2010,"EA_SOC",1
"NLD","GRS",2010,"FP_PTL",1
"NLD","GRS",2010,"EA_PTL",1
"NLD","GRS",2020,"FP_SOC",1
"NLD","GRS",2020,"EA_SOC",1
"NLD","GRS",2020,"FP_PTL",1
"NLD","GRS",2020,"EA_PTL",1
"NLD","GRS",2030,"FP_SOC",1
"NLD","GRS",2030,"EA_SOC",1
"NLD","GRS",2030,"FP_PTL",1
"NLD","GRS",2030,"EA_PTL",1
"NLD","GRS",2040,"FP_SOC",0.999914450410409
"NLD","GRS",2040,"EA_SOC",1.00009105646009
"NLD","GRS",2040,"FP_PTL",1.0000435817516
"NLD","GRS",2040,"EA_PTL",0.999226527184568
"NLD","GRS",2050,"FP_SOC",0.9993654156717
"NLD","GRS",2050,"EA_SOC",0.9944117238122
"NLD","GRS",2050,"FP_PTL",1.000075539218
"NLD","GRS",2050,"EA_PTL",0.998472524611112
"NLD","CRP",2000,"FP_SOC",1
"NLD","CRP",2000,"EA_SOC",1
"NLD","CRP",2000,"FP_PTL",1
"NLD","CRP",2000,"EA_PTL",1
"NLD","CRP",2010,"FP_SOC",1
"NLD","CRP",2010,"EA_SOC",1
"NLD","CRP",2010,"FP_PTL",1
"NLD","CRP",2010,"EA_PTL",1
"NLD","CRP",2020,"FP_SOC",1
"NLD","CRP",2020,"EA_SOC",1
"NLD","CRP",2020,"FP_PTL",1
"NLD","CRP",2020,"EA_PTL",1
"NLD","CRP",2030,"FP_SOC",0.999989001161912
"NLD","CRP",2030,"EA_SOC",0.987100478774546
"NLD","CRP",2030,"FP_PTL",0.999947026011422
"NLD","CRP",2030,"EA_PTL",1.00003751121265
"NLD","CRP",2040,"FP_SOC",1.00131270702398
"NLD","CRP",2040,"EA_SOC",0.979913723205692
"NLD","CRP",2040,"FP_PTL",1.00001484985454
"NLD","CRP",2040,"EA_PTL",0.994388771451895
"NLD","CRP",2050,"FP_SOC",1.00797539407081
"NLD","CRP",2050,"EA_SOC",0.997015663544203
"NLD","CRP",2050,"FP_PTL",1.00107023025575
"NLD","CRP",2050,"EA_PTL",0.988476518817607
"POL","GRS",2000,"FP_SOC",1
"POL","GRS",2000,"EA_SOC",1
"POL","GRS",2000,"FP_PTL",1
"POL","GRS",2000,"EA_PTL",1
"POL","GRS",2010,"FP_SOC",1
"POL","GRS",2010,"EA_SOC",1
"POL","GRS",2010,"FP_PTL",1
"POL","GRS",2010,"EA_PTL",1
"POL","GRS",2020,"FP_SOC",1
"POL","GRS",2020,"EA_SOC",1
"POL","GRS",2020,"FP_PTL",1
"POL","GRS",2020,"EA_PTL",1
"POL","GRS",2030,"FP_SOC",1.00059918859102
"POL","GRS",2030,"EA_SOC",0.929786222380552
"POL","GRS",2030,"FP_PTL",1.00076072749917
"POL","GRS",2030,"EA_PTL",0.999611266478162
"POL","GRS",2040,"FP_SOC",1.04999393623746
"POL","GRS",2040,"EA_SOC",0.979523560456014
"POL","GRS",2040,"FP_PTL",0.999835444136384
"POL","GRS",2040,"EA_PTL",1.0067204537552
"POL","GRS",2050,"FP_SOC",1.03905607886896
"POL","GRS",2050,"EA_SOC",0.939660585660224
"POL","GRS",2050,"FP_PTL",0.999722405378758
"POL","GRS",2050,"EA_PTL",1.00051058596562
"POL","CRP",2000,"FP_SOC",1
"POL","CRP",2000,"EA_SOC",1
"POL","CRP",2000,"FP_PTL",1
"POL","CRP",2000,"EA_PTL",1
"POL","CRP",2010,"FP_SOC",1
"POL","CRP",2010,"EA_SOC",1
"POL","CRP",2010,"FP_PTL",1
"POL","CRP",2010,"EA_PTL",1
"POL","CRP",2020,"FP_SOC",1
"POL","CRP",2020,"EA_SOC",1
"POL","CRP",2020,"FP_PTL",1
"POL","CRP",2020,"EA_PTL",1
"POL","CRP",2030,"FP_SOC",1.00025375408847
"POL","CRP",2030,"EA_SOC",1.00088134232578
"POL","CRP",2030,"FP_PTL",0.999611151048006
"POL","CRP",2030,"EA_PTL",1.00240827569741
"POL","CRP",2040,"FP_SOC",0.997557248711277
"POL","CRP",2040,"EA_SOC",0.997659833989568
"POL","CRP",2040,"FP_PTL",0.998632827257665
"POL","CRP",2040,"EA_PTL",0.999904065527365
"POL","CRP",2050,"FP_SOC",0.998155098090482
"POL","CRP",2050,"EA_SOC",0.999619804963619
"POL","CRP",2050,"FP_PTL",0.99876006272497
"POL","CRP",2050,"EA_PTL",1.00027378641027
"PRT","GRS",2000,"FP_SOC",1
"PRT","GRS",2000,"EA_SOC",1
"PRT","GRS",2000,"FP_PTL",1
"PRT","GRS",2000,"EA_PTL",1
"PRT","GRS",2010,"FP_SOC",1
"PRT","GRS",2010,"EA_SOC",1
"PRT","GRS",2010,"FP_PTL",1
"PRT","GRS",2010,"EA_PTL",1
"PRT","GRS",2020,"FP_SOC",1
"PRT","GRS",2020,"EA_SOC",1
"PRT","GRS",2020,"FP_PTL",1
"PRT","GRS",2020,"EA_PTL",1
"PRT","GRS",2030,"FP_SOC",1.00531110908859
"PRT","GRS",2030,"EA_SOC",0.973934405997782
"PRT","GRS",2030,"FP_PTL",1
"PRT","GRS",2030,"EA_PTL",1
"PRT","GRS",2040,"FP_SOC",1.03853251042184
"PRT","GRS",2040,"EA_SOC",0.990820194995441
"PRT","GRS",2040,"FP_PTL",1
"PRT","GRS",2040,"EA_PTL",0.999999470937973
"PRT","GRS",2050,"FP_SOC",1.1148828054419
"PRT","GRS",2050,"EA_SOC",0.824350830670971
"PRT","GRS",2050,"FP_PTL",0.999994962630557
"PRT","GRS",2050,"EA_PTL",1.00004600580358
"PRT","CRP",2000,"FP_SOC",1
"PRT","CRP",2000,"EA_SOC",1
"PRT","CRP",2000,"FP_PTL",1
"PRT","CRP",2000,"EA_PTL",1
"PRT","CRP",2010,"FP_SOC",1
"PRT","CRP",2010,"EA_SOC",1
"PRT","CRP",2010,"FP_PTL",1
"PRT","CRP",2010,"EA_PTL",1
"PRT","CRP",2020,"FP_SOC",1
"PRT","CRP",2020,"EA_SOC",1
"PRT","CRP",2020,"FP_PTL",1
"PRT","CRP",2020,"EA_PTL",1
"PRT","CRP",2030,"FP_SOC",1.0032309675174
"PRT","CRP",2030,"EA_SOC",1.00907468523675
"PRT","CRP",2030,"FP_PTL",0.999720693793898
"PRT","CRP",2030,"EA_PTL",0.998680150985452
"PRT","CRP",2040,"FP_SOC",1.00501789839728
"PRT","CRP",2040,"EA_SOC",1.00527931940319
"PRT","CRP",2040,"FP_PTL",0.999999952861694
"PRT","CRP",2040,"EA_PTL",1.00034585338214
"PRT","CRP",2050,"FP_SOC",1.00216047093503
"PRT","CRP",2050,"EA_SOC",1.00378013766847
"PRT","CRP",2050,"FP_PTL",0.999976912438248
"PRT","CRP",2050,"EA_PTL",1.00003643337903
"ROU","GRS",2000,"FP_SOC",1
"ROU","GRS",2000,"EA_SOC",1
"ROU","GRS",2000,"FP_PTL",1
"ROU","GRS",2000,"EA_PTL",1
"ROU","GRS",2010,"FP_SOC",1
"ROU","GRS",2010,"EA_SOC",1
"ROU","GRS",2010,"FP_PTL",1
"ROU","GRS",2010,"EA_PTL",1
"ROU","GRS",2020,"FP_SOC",1
"ROU","GRS",2020,"EA_SOC",1
"ROU","GRS",2020,"FP_PTL",1
"ROU","GRS",2020,"EA_PTL",1
"ROU","GRS",2030,"FP_SOC",1.01080601294376
"ROU","GRS",2030,"EA_SOC",0.985657687262725
"ROU","GRS",2030,"FP_PTL",0.999963595037061
"ROU","GRS",2030,"EA_PTL",1
"ROU","GRS",2040,"FP_SOC",1.00776043240999
"ROU","GRS",2040,"EA_SOC",0.984564319595628
"ROU","GRS",2040,"FP_PTL",0.999954289832834
"ROU","GRS",2040,"EA_PTL",0.999999987379321
"ROU","GRS",2050,"FP_SOC",1.0200273669335
"ROU","GRS",2050,"EA_SOC",0.986765794204342
"ROU","GRS",2050,"FP_PTL",1.00002049103969
"ROU","GRS",2050,"EA_PTL",0.999999125444619
"ROU","CRP",2000,"FP_SOC",1
"ROU","CRP",2000,"EA_SOC",1
"ROU","CRP",2000,"FP_PTL",1
"ROU","CRP",2000,"EA_PTL",1
"ROU","CRP",2010,"FP_SOC",1
"ROU","CRP",2010,"EA_SOC",1
"ROU","CRP",2010,"FP_PTL",1
"ROU","CRP",2010,"EA_PTL",1
"ROU","CRP",2020,"FP_SOC",1
"ROU","CRP",2020,"EA_SOC",1
"ROU","CRP",2020,"FP_PTL",1
"ROU","CRP",2020,"EA_PTL",1
"ROU","CRP",2030,"FP_SOC",0.998379158818652
"ROU","CRP",2030,"EA_SOC",1.00639717327348
"ROU","CRP",2030,"FP_PTL",1.00004133431624
"ROU","CRP",2030,"EA_PTL",1.0000187960993
"ROU","CRP",2040,"FP_SOC",0.996391767313094
"ROU","CRP",2040,"EA_SOC",1.00068496388762
"ROU","CRP",2040,"FP_PTL",1.00004099130328
"ROU","CRP",2040,"EA_PTL",1.00018876528812
"ROU","CRP",2050,"FP_SOC",0.998560050935015
"ROU","CRP",2050,"EA_SOC",0.999893372466528
"ROU","CRP",2050,"FP_PTL",1.00018764839661
"ROU","CRP",2050,"EA_PTL",1.00002952527297
"SVK","GRS",2000,"FP_SOC",1
"SVK","GRS",2000,"EA_SOC",1
"SVK","GRS",2000,"FP_PTL",1
"SVK","GRS",2000,"EA_PTL",1
"SVK","GRS",2010,"FP_SOC",1
"SVK","GRS",2010,"EA_SOC",1
"SVK","GRS",2010,"FP_PTL",1
"SVK","GRS",2010,"EA_PTL",1
"SVK","GRS",2020,"FP_SOC",1
"SVK","GRS",2020,"EA_SOC",1
"SVK","GRS",2020,"FP_PTL",1
"SVK","GRS",2020,"EA_PTL",1
"SVK","GRS",2030,"FP_SOC",0.999749056258366
"SVK","GRS",2030,"EA_SOC",0.994800449951981
"SVK","GRS",2030,"FP_PTL",1
"SVK","GRS",2030,"EA_PTL",1
"SVK","GRS",2040,"FP_SOC",1.00246814314308
"SVK","GRS",2040,"EA_SOC",0.987403585209264
"SVK","GRS",2040,"FP_PTL",1.00000180708092
"SVK","GRS",2040,"EA_PTL",1.00006943487341
"SVK","GRS",2050,"FP_SOC",1.00550381897399
